"V1"	"V2"	"V3"	"V4"
249189994	"BRENNA"	19551207	0.1
249189994	"BRENNA"	19551208	5.9
249189994	"BRENNA"	19551209	1.6
249189994	"BRENNA"	19551210	6.9
249189994	"BRENNA"	19551211	2
249189994	"BRENNA"	19551212	3.5
249189994	"BRENNA"	19551215	1.1
249189994	"BRENNA"	19551216	17.6
249189994	"BRENNA"	19551218	6.4
249189994	"BRENNA"	19551219	0.3
249189994	"BRENNA"	19551221	0.5
249189994	"BRENNA"	19551222	4.4
249189994	"BRENNA"	19551223	0.5
249189994	"BRENNA"	19551226	0.5
249189994	"BRENNA"	19551227	6.1
249189994	"BRENNA"	19551228	2.6
249189994	"BRENNA"	19551229	1.9
249189994	"BRENNA"	19551230	1
249189994	"BRENNA"	19551231	3.2
249189994	"BRENNA"	19560101	2.7
